time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
891,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
597,2,6,4096,1.0,-0.009999999999999998,0.0,10,0.2,-4.060431957244873,0.0003,nan,0.0,0.0,1.9178452229096088e-13,0.0031329569489082706
540,3,11,6144,1.0,-0.009999999999999998,0.0,20,0.2,-4.060431957244873,0.0003,nan,0.0,0.0,1.734723475976807e-18,1.9375292115066805e-13
