time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
679,1,3,2048,1.0,-0.009999999999999998,,,,,,,,,,
584,2,7,4096,1.0,-0.009999999999999998,0.0,10,0.2,-1.6094187498092651,0.0003,nan,0.0,0.0,1.2533377113932431e-16,0.005249015677239585
560,3,10,6144,1.0,-0.009999999999999998,0.0,20,0.2,-1.6094187498092651,0.0003,nan,0.0,0.0,1.5612511283791264e-17,9.944844427123289e-18
