time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/clip_range
2048,1,-0.45570004999999997,2,908,4.57,,,,,,,,,,
4096,2,-0.3727334299999999,6,616,4.54,0.47648972272872925,-0.008100748062133789,-3.0779100857675075,0.0003,0.9762481926009059,-0.03044448414002545,0.014880931,0.23427734375,10,0.2
6144,3,-0.3356667400000001,12,483,4.47,0.19817617535591125,-0.010898947715759277,-3.0623861715197562,0.0003,0.9624246272258461,-0.026344686362426727,0.0136902165,0.18447265625,20,0.2
8192,4,-0.2810334,16,497,4.56,0.49835702776908875,-0.0016137361526489258,-3.0570692986249925,0.0003,0.9667312795296311,-0.017961849212588275,0.012333833,0.113330078125,30,0.2
10240,5,-0.030933429999999998,20,510,4.55,0.533968985080719,-0.0022993087768554688,-3.0225222133100034,0.0003,1.015164846740663,-0.02721069537801668,0.013645959,0.176220703125,40,0.2
12288,6,0.05256655000000001,23,521,4.62,0.4639655649662018,0.014114975929260254,-2.9705942019820215,0.0003,1.0603314828127623,-0.03204322395031341,0.015643429,0.197705078125,50,0.2
14336,7,0.35859988000000004,27,527,4.69,0.48957598209381104,0.026291072368621826,-2.937986508756876,0.0003,0.9850199550390244,-0.033077145939751064,0.014570014,0.22099609375,60,0.2
16384,8,0.64959986,30,534,4.67,0.4790986478328705,0.02476555109024048,-2.8646123193204405,0.0003,1.053414385020733,-0.0400455007184064,0.017972536,0.286328125,70,0.2
