time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction
1,2048,1,1143,3.41,-1.9643999999999997,,,,,,,,,,
5,4096,2,800,3.72,-1.8481,-0.036063803776050916,0.2,-0.054796814918518066,0.0003,10,0.02000488,0.13441067934036255,-1.5995628129690886,0.3363663395633921,0.171728515625
8,6144,3,728,4.07,-1.7719999999999998,-0.04015982353012078,0.2,0.007673203945159912,0.0003,20,0.02275256,0.12263825535774231,-1.5514172606170178,0.34930432674009354,0.25185546875
11,8192,4,695,4.42,-1.3576,-0.04657739935792051,0.2,0.027885496616363525,0.0003,30,0.024029031,0.17794668674468994,-1.464075369015336,0.5096178976818919,0.254638671875
15,10240,5,678,4.68,-0.9821000000000001,-0.050682972115464506,0.2,0.017727255821228027,0.0003,40,0.025079416,0.28459030389785767,-1.351665061339736,0.7317074283957481,0.255615234375
18,12288,6,668,4.67,-0.6635999999999999,-0.046383093285840005,0.2,0.016025900840759277,0.0003,50,0.02599826,0.2922426760196686,-1.2351428501307964,0.7654344705864787,0.19296875
21,14336,7,660,4.88,-0.3870999999999999,-0.03116605663963128,0.2,0.025744318962097168,0.0003,60,0.016756825,0.237258642911911,-1.1312534920871258,0.5781263908371329,0.14345703125
25,16384,8,654,4.99,-0.20909999999999992,-0.020952250735717826,0.2,0.0013536810874938965,0.0003,70,0.011116514,0.15025588870048523,-1.05489432066679,0.4096602473175153,0.115234375
28,18432,9,650,4.97,-0.1293,-0.022298726948793045,0.2,0.014025330543518066,0.0003,80,0.010325693,0.10423221439123154,-0.9917626129463315,0.3242467888863757,0.165966796875
31,20480,10,646,4.97,-0.1691,-0.015086242358665913,0.2,-0.0027478933334350586,0.0003,90,0.011544948,0.16457347571849823,-0.9349031252786517,0.2121439000184182,0.151318359375
35,22528,11,643,5.0,-0.12960000000000002,-0.00777698002748366,0.2,-0.007942914962768555,0.0003,100,0.011715017,0.042539261281490326,-0.9217306667938828,0.09557349948972842,0.1677734375
38,24576,12,641,4.98,-0.06969999999999997,-0.010357268224470317,0.2,0.0011333823204040527,0.0003,110,0.010859936,0.10179281234741211,-0.9102652901783586,0.09366706192522542,0.151513671875
41,26624,13,640,4.96,-0.14909999999999995,-0.008952035527909175,0.2,0.0028078556060791016,0.0003,120,0.011438109,0.024209337309002876,-0.8546467026695609,0.07931424059770506,0.16240234375
44,28672,14,638,5.0,-0.04999999999999999,-0.006892378016345901,0.2,0.006062626838684082,0.0003,130,0.008269985,0.07847042381763458,-0.8012530619278551,0.05699694719223771,0.147119140625
48,30720,15,638,5.0,-0.04999999999999999,-0.0035450123745249585,0.2,-0.005821347236633301,0.0003,140,0.012744645,0.0021935892291367054,-0.7914538765326142,0.02961694877615173,0.119873046875
51,32768,16,637,4.97,-0.10940000000000001,-0.008345537277637049,0.2,0.006081223487854004,0.0003,150,0.013917997,0.03025035560131073,-0.8290732253342867,0.07379962009154042,0.19609375
54,34816,17,636,4.99,-0.08970000000000003,-0.007003826448635664,0.2,0.004686534404754639,0.0003,160,0.01566899,0.011504480615258217,-0.8121493391692638,0.025765687973580496,0.196142578125
58,36864,18,635,5.0,-0.04999999999999999,-0.006069113739067688,0.2,0.005455672740936279,0.0003,170,0.008243441,0.012390002608299255,-0.8064483651891351,0.046036489134917244,0.12255859375
61,38912,19,634,5.0,-0.04999999999999999,-0.005243439559126273,0.2,0.006370425224304199,0.0003,180,0.0065779574,-0.03566243499517441,-0.7833146547898651,0.021918614766855173,0.08251953125
64,40960,20,633,4.96,-0.1292,-0.007176712408545427,0.2,0.0025719404220581055,0.0003,190,0.015801799,0.010535135865211487,-0.7962584357708693,0.011666339102634992,0.139208984375
67,43008,21,633,5.0,-0.06989999999999996,-0.006058556667994708,0.2,0.01045459508895874,0.0003,200,0.016484708,0.050811491906642914,-0.7527933994308114,0.04476618389687701,0.165576171875
71,45056,22,632,5.0,-0.06989999999999999,-0.00867303669656394,0.2,0.000872492790222168,0.0003,210,0.013663609,0.008323006331920624,-0.7622314643114805,0.03835403505695467,0.167041015625
74,47104,23,632,5.0,-0.04999999999999999,-0.01357457325211726,0.2,0.002012014389038086,0.0003,220,0.027359033,-0.0006893835961818695,-0.6878898039460182,0.015540537836091061,0.2169921875
77,49152,24,631,5.0,-0.04999999999999999,-0.00648035981139401,0.2,0.024734079837799072,0.0003,230,0.014658954,-0.039490699768066406,-0.6085456983186305,0.013854594380705975,0.15771484375
81,51200,25,631,5.0,-0.04999999999999999,-0.0018033755361102522,0.2,0.7788590788841248,0.0003,240,0.009167574,-0.0070584979839622974,-0.5569679342210293,1.5470586268051534e-05,0.092822265625
