time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss
789,4.94,-0.06383019999999998,1,2048,2,,,,,,,,,,
577,4.89,-0.03846825999999999,2,4096,7,0.419677734375,0.020815369,0.3290716707939282,10,0.2,0.13373589515686035,-0.03498793063190533,-0.008800983428955078,0.0003,-4.2742134660482405
504,4.8,-0.15213493999999994,3,6144,12,0.40361328125,0.018754374,0.3393260662443936,20,0.2,0.1363101750612259,-0.03363222592306556,-0.0005385875701904297,0.0003,-4.25837774425745
476,4.81,-0.0006619199999999553,4,8192,17,0.413525390625,0.018467627,0.3930403591832146,30,0.2,0.24042542278766632,-0.03657951682980638,-0.00029027462005615234,0.0003,-4.225724908709526
459,4.77,-0.01817303999999998,5,10240,22,0.324951171875,0.018286973,0.46315932222642003,40,0.2,0.10077275335788727,-0.027704577485565096,0.0002722740173339844,0.0003,-4.200502656400204
465,4.77,0.005215800000000007,6,12288,26,0.343505859375,0.018229187,0.5191071800421924,50,0.2,0.10524515807628632,-0.029955970976152456,-0.000148773193359375,0.0003,-4.173095799982548
471,4.7,-0.011376249999999997,7,14336,30,0.29052734375,0.015805695,0.5279271360021085,60,0.2,0.20621024072170258,-0.02317228559841169,0.0013411641120910645,0.0003,-4.123529189825058
476,4.76,0.21413563000000002,8,16384,34,0.32294921875,0.019421985,0.5329665859229863,70,0.2,0.13293267786502838,-0.02773488822422223,-0.0002498626708984375,0.0003,-4.101402096450329
478,4.92,0.29691266000000005,9,18432,38,0.309716796875,0.018114012,0.6331145348027348,80,0.2,0.3231250047683716,-0.027707515470683574,0.0007954239845275879,0.0003,-4.079167778789997
481,4.83,0.30862617999999997,10,20480,42,0.282958984375,0.017283129,0.6759739450179041,90,0.2,0.2180134654045105,-0.023305380696547216,0.0027371644973754883,0.0003,-4.048695246875286
483,4.56,0.13005557000000004,11,22528,46,0.338818359375,0.018612396,0.6780258853919804,100,0.2,0.38736194372177124,-0.02942204591818154,0.004974544048309326,0.0003,-3.9783055000007153
484,4.69,0.31057297,12,24576,50,0.2423828125,0.016358979,0.8299045155756175,110,0.2,0.35932308435440063,-0.02059088157984661,0.03281015157699585,0.0003,-3.9376386515796185
486,4.66,0.19091344999999996,13,26624,54,0.247265625,0.016546331,0.8004987500607967,120,0.2,0.3516941964626312,-0.022544324744376353,0.0447392463684082,0.0003,-3.8972963616251945
489,4.64,0.38203564999999995,14,28672,58,0.25078125,0.01727647,0.8475419830530881,130,0.2,0.49720269441604614,-0.027873979553987738,0.11009258031845093,0.0003,-3.8188698150217535
490,4.75,0.6828578900000001,15,30720,62,0.28125,0.017812371,0.8760654713958502,140,0.2,0.368656724691391,-0.036159020627383145,0.12983256578445435,0.0003,-3.72095875069499
491,4.74,0.6348531300000001,16,32768,66,0.253076171875,0.016865937,0.7713792278431356,150,0.2,0.29165011644363403,-0.027525524697557556,0.17068010568618774,0.0003,-3.6180257931351663
492,4.77,0.7703435999999999,17,34816,70,0.288037109375,0.019470967,0.8019546785391867,160,0.2,0.3575966954231262,-0.030932796097476966,0.17396527528762817,0.0003,-3.5437719084322454
493,4.83,0.74715869,18,36864,74,0.33134765625,0.018604867,0.7299510496668518,170,0.2,0.3090793192386627,-0.04007692330342252,0.133375346660614,0.0003,-3.5082574151456356
494,4.79,0.9116333199999999,19,38912,78,0.274609375,0.019938745,0.6626806780695915,180,0.2,0.33996355533599854,-0.024891949156153715,0.23776686191558838,0.0003,-3.4258884735405446
495,4.83,1.16788249,20,40960,82,0.320458984375,0.024657013,0.5020238233264536,190,0.2,0.27137598395347595,-0.030358103488833877,0.2919989824295044,0.0003,-3.3119824126362802
496,4.78,1.13914994,21,43008,86,0.261669921875,0.018528812,0.46293137399479745,200,0.2,0.3346956670284271,-0.021615563283558004,0.34956175088882446,0.0003,-3.2185036927461623
496,4.91,1.2457713700000002,22,45056,90,0.238818359375,0.01538792,0.5995291569270194,210,0.2,0.23086735606193542,-0.024954469202202744,0.3163124918937683,0.0003,-3.111161243915558
497,4.89,1.2243293000000002,23,47104,94,0.274365234375,0.018563777,0.4267006061738357,220,0.2,0.1712416112422943,-0.017453803181706463,0.43418681621551514,0.0003,-3.079003305733204
497,4.94,1.3396197799999998,24,49152,98,0.252978515625,0.018380959,0.487713713478297,230,0.2,0.1850891262292862,-0.01872531303379219,0.38947927951812744,0.0003,-2.991740041226149
497,4.98,1.3748364700000004,25,51200,102,0.284033203125,0.018638153,0.42515652149450034,240,0.2,0.25993138551712036,-0.026980681430723054,0.4324866533279419,0.0003,-2.882239720970392
