timesteps,mean_reward,month
2048,-0.6317335099999999,2024-08
4096,-0.65643351,2024-08
6144,-0.2349335199999999,2024-08
8192,-0.06356684,2024-08
10240,0.32409976,2024-08
12288,0.81103309,2024-08
14336,0.7400664300000002,2024-08
16384,1.4255663700000003,2024-08
2048,-0.4557000499999999,2024-09
4096,-0.3727334299999999,2024-09
6144,-0.3356667400000001,2024-09
8192,-0.2810334,2024-09
10240,-0.0309334299999999,2024-09
12288,0.05256655,2024-09
14336,0.35859988,2024-09
16384,0.64959986,2024-09
2048,-0.1276381099999999,2024-10
4096,-0.2835762099999999,2024-10
6144,-0.1883238799999999,2024-10
8192,0.08266186,2024-10
10240,-0.0519715099999999,2024-10
12288,-0.0081619499999999,2024-10
14336,0.0305476099999999,2024-10
16384,0.17367615,2024-10
2048,0.0057451799999999,2024-11
4096,-0.1274778099999999,2024-11
6144,0.07185398,2024-11
8192,-0.2179468599999999,2024-11
10240,0.0486459999999999,2024-11
12288,0.2398197599999999,2024-11
14336,-0.0615302199999999,2024-11
16384,0.14592926,2024-11
2048,-0.24962145,2024-12
4096,-0.1246143199999999,2024-12
6144,-0.0553595799999999,2024-12
8192,0.09163567,2024-12
10240,0.11623807,2024-12
12288,0.12275472,2024-12
14336,0.1316428199999999,2024-12
16384,0.08704045,2024-12
2048,-0.0774667099999999,2025-01
4096,-0.17910004,2025-01
6144,-0.1119667199999999,2025-01
8192,-0.12006673,2025-01
10240,-0.0339333999999999,2025-01
12288,-0.16956673,2025-01
14336,0.15306656,2025-01
16384,0.28093324,2025-01
2048,-0.2089000399999999,2025-02
4096,-0.16163339,2025-02
6144,-0.0313333899999999,2025-02
8192,-0.18580006,2025-02
10240,0.0749666,2025-02
12288,-0.17113339,2025-02
14336,-0.0564333799999999,2025-02
16384,0.16173326,2025-02
2048,-0.1441571599999999,2025-03
4096,-0.0072404799999999,2025-03
6144,-0.0240547799999999,2025-03
8192,-0.0929881099999999,2025-03
10240,-0.1070833599999999,2025-03
12288,-0.0380524299999999,2025-03
14336,0.16771667,2025-03
16384,0.12839761,2025-03
2048,-0.0221380999999999,2025-04
4096,-0.1236619299999999,2025-04
6144,0.04452142,2025-04
8192,0.05360316,2025-04
10240,0.04572541,2025-04
12288,-0.00730555,2025-04
14336,0.0030151099999999,2025-04
16384,0.23736109,2025-04
2048,-0.04562859,2025-05
4096,-0.1430944899999999,2025-05
6144,0.00030473,2025-05
8192,0.0026825,2025-05
10240,0.01008328,2025-05
12288,0.12114997,2025-05
14336,0.1534499599999999,2025-05
16384,-0.02014292,2025-05
2048,-0.1172952399999999,2025-06
4096,-0.0304857099999999,2025-06
6144,0.00775238,2025-06
8192,-0.07013336,2025-06
10240,-0.0078571999999999,2025-06
12288,0.0132237499999999,2025-06
14336,-0.0026762299999999,2025-06
16384,0.17431422,2025-06
2048,-0.2155999999999999,2025-07
4096,-0.1569999999999999,2025-07
6144,-0.0555999999999999,2025-07
8192,-0.0062999999999999,2025-07
10240,-0.2088999999999999,2025-07
12288,0.0217,2025-07
14336,-0.1341999999999999,2025-07
16384,0.016,2025-07
2048,-0.0742484399999999,2025-08
4096,-0.0533039799999999,2025-08
6144,-0.0812111599999999,2025-08
8192,0.01106507,2025-08
10240,-0.0852182899999999,2025-08
12288,0.13058331,2025-08
14336,0.25655234,2025-08
16384,0.17314599,2025-08
2048,-0.19953335,2025-09
4096,-0.18333335,2025-09
6144,-0.0520667099999999,2025-09
8192,-0.0828666899999999,2025-09
10240,-0.1396667099999999,2025-09
12288,-0.0722000299999999,2025-09
14336,0.05619996,2025-09
16384,-0.1307333599999999,2025-09
2048,-0.0702333499999999,2025-10
4096,-0.0982666899999999,2025-10
6144,-0.12823336,2025-10
8192,-0.09560003,2025-10
10240,-0.1062667,2025-10
12288,-0.0625333699999999,2025-10
14336,0.0693333,2025-10
16384,-0.0434667199999999,2025-10
