time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,1172,1,1,2.92,-0.4271999999999999,,,,,,,,,,
4096,801,5,2,2.95,-0.32800000000000007,0.2,0.4444402238354087,10,-0.022893630964972544,0.0003,0.016096149,-0.005612492561340332,0.2375,0.17916339635849,-3.030512921512127
6144,725,8,3,2.98,-0.26859999999999995,0.2,0.3813754989998415,20,-0.022118054056772963,0.0003,0.01585523,-0.008089780807495117,0.211767578125,0.1303015947341919,-3.0168345376849173
