time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
926,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
665,2,6,4096,1.0,-0.009999999999999998,0.036114573,10,0.2,-1.5932557921856643,0.0003,nan,0.5934627514332533,0.142626953125,0.6096009612083435,0.00020529884279157448
540,3,11,6144,1.0,-0.009999999999999998,0.000356628,20,0.2,-1.5760020021349193,0.0003,nan,0.0,0.0,0.0,1.5504091066542714e-18
