time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss
815,4.89,-0.16066671,1,2048,2,,,,,,,,,,
585,4.78,-0.18966669999999997,2,4096,6,0.344677734375,0.018924315,0.4992273224052042,10,0.2,0.23479849100112915,-0.03207045955059584,-0.0029065608978271484,0.0003,-3.935120066255331
504,4.77,-0.20433337999999998,3,6144,12,0.241357421875,0.015717182,0.5289361368399114,20,0.2,0.315260648727417,-0.022784665646031498,0.000563502311706543,0.0003,-3.9255105003714563
492,4.72,-0.20166670999999997,4,8192,16,0.295263671875,0.017421432,0.6015885006636381,30,0.2,0.22751352190971375,-0.027430120293865913,-0.002652883529663086,0.0003,-3.9038393162190914
485,4.83,0.07939994,5,10240,21,0.303759765625,0.018856118,0.6259912414476275,40,0.2,0.2064618468284607,-0.03181402809277643,-0.0008106231689453125,0.0003,-3.8847288362681867
472,4.81,0.015999950000000027,6,12288,26,0.29951171875,0.017199202,0.652091945707798,50,0.2,0.17043158411979675,-0.030501306439691688,0.000387728214263916,0.0003,-3.8630840674042703
468,4.73,0.17183326000000002,7,14336,30,0.310205078125,0.018932322,0.6016075181774795,60,0.2,0.2875960171222687,-0.026769723040342797,0.000980675220489502,0.0003,-3.829626078903675
466,4.71,0.006666570000000007,8,16384,35,0.31083984375,0.016487256,0.6806352562271059,70,0.2,0.2978830337524414,-0.026624553829606157,0.0028727054595947266,0.0003,-3.7841278173029425
460,4.72,-0.029133399999999962,9,18432,39,0.3009765625,0.017831668,0.6745203434024006,80,0.2,0.2969122529029846,-0.027237753296503797,0.007093667984008789,0.0003,-3.7568201586604117
459,4.66,0.20333327999999998,10,20480,44,0.239404296875,0.015088435,0.7836911612190306,90,0.2,0.448705792427063,-0.025766977257444524,0.02664017677307129,0.0003,-3.71405643299222
459,4.79,0.3343332299999999,11,22528,49,0.25224609375,0.016722634,0.753639955446124,100,0.2,0.32815462350845337,-0.031091871581156737,0.04641515016555786,0.0003,-3.6432937435805797
453,4.8,0.45169994,12,24576,54,0.271337890625,0.01989492,0.8131722674705089,110,0.2,0.24665749073028564,-0.03444916498847306,0.058485209941864014,0.0003,-3.5687029853463175
452,4.89,0.7351665799999999,13,26624,58,0.287890625,0.018201748,0.7711848752573133,120,0.2,0.3188092112541199,-0.03613698678673245,0.11121541261672974,0.0003,-3.466296450793743
452,4.73,0.6126332800000001,14,28672,63,0.261083984375,0.01783949,0.755042190477252,130,0.2,0.24321632087230682,-0.030348714735009708,0.163649320602417,0.0003,-3.3621419198811053
451,4.78,0.9250999299999999,15,30720,68,0.2818359375,0.024934918,0.6902848986908794,140,0.2,0.20675887167453766,-0.02818220259505324,0.2085968255996704,0.0003,-3.3264489725232123
446,4.72,0.78296662,16,32768,73,0.257470703125,0.019870726,0.6041332223918289,150,0.2,0.23274078965187073,-0.025623535479826386,0.24693655967712402,0.0003,-3.213244880735874
445,4.93,1.1204999299999998,17,34816,78,0.219482421875,0.01817175,0.5222724440973252,160,0.2,0.1970328688621521,-0.021472534869099037,0.29248344898223877,0.0003,-3.0834052860736847
446,4.9,1.0513999500000002,18,36864,82,0.2634765625,0.018860683,0.482058925088495,170,0.2,0.23667965829372406,-0.027289767042384484,0.3443434238433838,0.0003,-3.002471082657576
443,4.94,1.1764999500000002,19,38912,87,0.293603515625,0.018692631,0.4730109663680196,180,0.2,0.12905457615852356,-0.023682032954820898,0.34997355937957764,0.0003,-2.888805704563856
444,4.98,1.25453324,20,40960,92,0.30361328125,0.021203699,0.3315473286667839,190,0.2,0.0872553214430809,-0.022303587372880428,0.45818883180618286,0.0003,-2.8393942676484585
443,4.94,1.22929987,21,43008,96,0.306787109375,0.020459365,0.4024966911645606,200,0.2,0.1520618200302124,-0.022461339070287068,0.43434756994247437,0.0003,-2.7672858595848084
440,4.91,1.16153322,22,45056,102,0.316748046875,0.021695081,0.3882023426122032,210,0.2,0.13676795363426208,-0.02322043073363602,0.46082502603530884,0.0003,-2.6968563482165337
439,4.9,1.2441999000000001,23,47104,107,0.405126953125,0.024749156,0.503639955073595,220,0.2,0.30345040559768677,-0.032700629763712644,0.29643893241882324,0.0003,-2.7685743451118467
439,4.98,1.4711665200000001,24,49152,111,0.358349609375,0.02224832,0.348577417479828,230,0.2,0.07931885868310928,-0.013147155626211316,0.47455888986587524,0.0003,-2.6884532660245894
437,4.96,1.5117665000000002,25,51200,116,0.343896484375,0.022553377,0.32200358357513326,240,0.2,0.07052937150001526,-0.027165254556166474,0.512667179107666,0.0003,-2.6231143198907376
