time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction
1,2048,1,1079,4.77,-0.46559999999999974,,,,,,,,,,
5,4096,2,708,4.88,-0.30749999999999994,-0.023776816498138943,0.2,-0.007666468620300293,0.0003,10,0.015971586,0.17962396144866943,-3.8784003712236883,0.44607251612469556,0.26318359375
9,6144,3,638,4.83,-0.48609999999999987,-0.021088563941884787,0.2,0.004438817501068115,0.0003,20,0.016819373,0.23876382410526276,-3.851857525110245,0.38401961443014443,0.27236328125
13,8192,4,612,4.86,-0.2475999999999999,-0.01591578559746267,0.2,0.007700085639953613,0.0003,30,0.013437087,0.2446814775466919,-3.843845371156931,0.443401326937601,0.211572265625
17,10240,5,598,4.73,-0.5646999999999999,-0.019332462540478445,0.2,-0.0010190010070800781,0.0003,40,0.01659391,0.21014851331710815,-3.8483232744038105,0.42498612580820916,0.24560546875
20,12288,6,590,4.78,-0.4457999999999999,-0.019027485995320604,0.2,0.004944980144500732,0.0003,50,0.016224466,0.27456218004226685,-3.851133131235838,0.4940121349878609,0.21728515625
24,14336,7,583,4.63,-0.5039999999999998,-0.018366389110451565,0.2,0.007576584815979004,0.0003,60,0.01684687,0.20661266148090363,-3.8525925017893314,0.3987282349728048,0.237109375
28,16384,8,579,4.83,-0.4263999999999998,-0.015354813149315305,0.2,0.0015087723731994629,0.0003,70,0.015166389,0.34277427196502686,-3.862818478047848,0.4862108267378062,0.189306640625
32,18432,9,575,4.83,-0.5059999999999998,-0.019323292371700516,0.2,0.004109203815460205,0.0003,80,0.01570873,0.18899720907211304,-3.862217529118061,0.47124881986528633,0.223193359375
35,20480,10,572,4.92,-0.26809999999999995,-0.019706604856764898,0.2,0.0032045841217041016,0.0003,90,0.015269493,0.22395265102386475,-3.8564657285809516,0.4965005662757903,0.21591796875
39,22528,11,570,4.69,-0.5244999999999999,-0.017481241386849432,0.2,0.005451619625091553,0.0003,100,0.01563611,0.29225414991378784,-3.8472732096910476,0.4078834427986294,0.22041015625
43,24576,12,569,4.61,-0.6629999999999999,-0.02126914317777846,0.2,0.0074037909507751465,0.0003,110,0.01591995,0.16835927963256836,-3.844660733640194,0.4680508823599666,0.2259765625
46,26624,13,567,4.82,-0.44619999999999993,-0.020712945840205065,0.2,0.011090099811553955,0.0003,120,0.015477411,0.3621886670589447,-3.8555428430438043,0.5116480531170964,0.240087890625
50,28672,14,566,4.72,-0.5048999999999999,-0.020827367108722683,0.2,-0.0030652284622192383,0.0003,130,0.014216308,0.193095862865448,-3.8574288226664066,0.4488392872735858,0.216552734375
54,30720,15,564,4.83,-0.4263999999999999,-0.018015435681445525,0.2,0.007519781589508057,0.0003,140,0.016036289,0.25560206174850464,-3.853828474879265,0.4803541271016002,0.183935546875
58,32768,16,563,4.76,-0.48539999999999983,-0.01964324294531252,0.2,0.007164299488067627,0.0003,150,0.01527557,0.23162591457366943,-3.8593219973146917,0.47811336228623985,0.222509765625
61,34816,17,562,4.8,-0.38629999999999987,-0.022112381711485794,0.2,0.01584082841873169,0.0003,160,0.016172158,0.21702487766742706,-3.8634812153875826,0.45263316538184883,0.245654296875
65,36864,18,562,4.71,-0.4450999999999999,-0.01628508066642098,0.2,0.013692855834960938,0.0003,170,0.013986137,0.15645943582057953,-3.870852564275265,0.3622760695987381,0.23740234375
69,38912,19,561,4.79,-0.5851999999999999,-0.02098565247724764,0.2,0.01027745008468628,0.0003,180,0.0152233755,0.196738138794899,-3.865441168099642,0.4220756201073527,0.240771484375
72,40960,20,561,4.92,-0.2084,-0.021410886058583857,0.2,0.010500729084014893,0.0003,190,0.015051979,0.17639118432998657,-3.8660346522927282,0.5092761077452451,0.227783203125
76,43008,21,560,4.86,-0.3669999999999999,-0.01877656251890585,0.2,0.014157533645629883,0.0003,200,0.013598472,0.08624489605426788,-3.8597487598657607,0.41370020601898433,0.224365234375
80,45056,22,560,4.72,-0.5048999999999999,-0.020211781111720485,0.2,0.015195906162261963,0.0003,210,0.015191514,0.15953005850315094,-3.8575816258788107,0.3552570785395801,0.253955078125
84,47104,23,559,4.75,-0.4653999999999999,-0.017387465402134695,0.2,0.007234454154968262,0.0003,220,0.014576567,0.1301288902759552,-3.8519378185272215,0.3977812922094017,0.221875
87,49152,24,559,4.82,-0.44619999999999993,-0.021944064533454367,0.2,0.014808475971221924,0.0003,230,0.013944633,0.15136811137199402,-3.839516834914684,0.43196627744473515,0.242041015625
91,51200,25,558,4.82,-0.3466999999999999,-0.021813081853906624,0.2,0.007608771324157715,0.0003,240,0.017592708,0.1958300620317459,-3.8332467168569564,0.38715574201196434,0.242431640625
