time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,1141,1,1,2.97,-0.30830000000000013,,,,,,,,,,
4096,776,5,2,2.94,-0.4075000000000001,0.2,0.4074821178801358,10,-0.01367286395689007,0.0003,0.013306224,0.0006369352340698242,0.114990234375,0.2445768415927887,-2.9344349704682826
6144,689,8,3,2.96,-0.30820000000000003,0.2,0.3848564291372895,20,-0.01638507142488379,0.0003,0.0139249535,-0.010295629501342773,0.134521484375,0.12460676580667496,-2.9258575245738028
