rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,train/value_loss,train/explained_variance,train/learning_rate,train/clip_fraction,train/entropy_loss,train/approx_kl,train/loss,train/clip_range,train/n_updates,train/policy_gradient_loss
4.31,2,2048,-0.55616675,950,1,,,,,,,,,,
4.65,6,4096,-0.05703343999999998,631,2,1.2071940790861846,-0.008322954177856445,0.0003,0.15390625,-2.8215556517243385,0.013489159,0.6133410930633545,0.2,10,-0.02602236054081004
4.5,10,6144,-0.31660011,573,3,1.0763119136914612,-0.006556272506713867,0.0003,0.156005859375,-2.797927688062191,0.013088865,0.500629186630249,0.2,20,-0.02384329875494586
4.54,17,8192,-0.007066790000000012,466,4,1.1472330944612623,0.0009036064147949219,0.0003,0.15732421875,-2.7632574319839476,0.013908939,0.5248641967773438,0.2,30,-0.02586866283090785
4.63,21,10240,0.13043321000000005,470,5,1.1398807743564248,0.008739471435546875,0.0003,0.20146484375,-2.73586837798357,0.015287686,0.4103003144264221,0.2,40,-0.03475761628651526
4.65,26,12288,0.24813322,470,6,1.0949207190424204,0.017266690731048584,0.0003,0.226318359375,-2.686019430309534,0.014525174,0.6309003233909607,0.2,50,-0.03790092223789543
4.58,31,14336,0.3511665199999999,448,7,1.0458645384758711,0.02548748254776001,0.0003,0.235693359375,-2.6306211866438387,0.017644193,0.6428874135017395,0.2,60,-0.03533421801839722
4.92,36,16384,1.04416649,452,8,1.0523058492690325,0.06445139646530151,0.0003,0.2845703125,-2.494016981124878,0.01823541,0.4664979577064514,0.2,70,-0.04015993102948414
