time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
945,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
571,2,7,4096,1.0,-0.009999999999999998,0.0,10,0.2,-1.6094189882278442,0.0003,-63.0,0.0,0.0,3.903127820947816e-18,7.888282889268413e-05
551,3,11,6144,1.0,-0.009999999999999998,0.0,20,0.2,-1.6094189882278442,0.0003,nan,0.0,0.0,6.938893903907228e-18,1.4424767803833394e-16
