time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/loss,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss
2048,1036,1,1,4.9,-0.11824922,,,,,,,,,,
4096,686,5,2,4.86,-0.12543098,0.019455183,10,0.2,-0.009552597999572754,-0.03404145466047339,0.19233906269073486,0.41744518275372683,0.3845703125,0.0003,-4.327386783063412
6144,615,9,3,4.85,-0.003951629999999997,0.021298558,20,0.2,-0.00029599666595458984,-0.026516805330174975,0.2789303958415985,0.42845179471187295,0.325390625,0.0003,-4.318739420175552
8192,543,15,4,4.88,-0.03321270999999998,0.020270113,30,0.2,-0.001273036003112793,-0.037752104642277115,0.2000601887702942,0.36041382963303475,0.433642578125,0.0003,-4.306559091806411
10240,536,19,5,4.88,0.03749282,0.021726744,40,0.2,-0.0001474618911743164,-0.03706284703221172,0.1903448849916458,0.3856573997996747,0.425927734375,0.0003,-4.273515681922436
12288,533,23,6,4.96,0.11478806000000003,0.018309735,50,0.2,0.001408219337463379,-0.029738147220632526,0.18522895872592926,0.39573964043520393,0.3673828125,0.0003,-4.236337746679783
14336,520,27,7,4.85,0.12601026,0.018678874,60,0.2,-0.00023496150970458984,-0.032390357249823865,0.2035408318042755,0.4823379915673286,0.37919921875,0.0003,-4.211158031225205
16384,519,31,8,4.81,0.2516602700000001,0.018972967,70,0.2,0.000956416130065918,-0.033551930930116214,0.22989489138126373,0.4371548521332443,0.384375,0.0003,-4.170033133029937
18432,517,35,9,4.78,0.13694277000000002,0.01951216,80,0.2,0.001017749309539795,-0.03221512862946838,0.11022882163524628,0.5477209540084005,0.367236328125,0.0003,-4.132091823220253
20480,516,39,10,4.74,0.19730705999999998,0.016512934,90,0.2,0.0016276836395263672,-0.02403953079628991,0.27544793486595154,0.578186750644818,0.28583984375,0.0003,-4.071638123691082
22528,504,44,11,4.88,0.4451785,0.017409017,100,0.2,0.013153433799743652,-0.02092069065402029,0.29812586307525635,0.6849654539488256,0.266357421875,0.0003,-4.039337839186191
24576,504,48,12,4.72,0.32022929,0.017227117,110,0.2,0.060491323471069336,-0.023096905517741108,0.274472177028656,0.5943640741053968,0.289013671875,0.0003,-3.981625080853701
26624,505,52,13,4.62,0.18950069000000003,0.017213916,120,0.2,0.08564305305480957,-0.02099758748081513,0.35598358511924744,0.7530521870590746,0.218017578125,0.0003,-3.9411873519420624
28672,501,57,14,4.73,0.3953174,0.018832466,130,0.2,0.0851205587387085,-0.03741699985403102,0.45586156845092773,0.8426605429500341,0.313037109375,0.0003,-3.9311527870595455
30720,501,61,15,4.78,0.54858644,0.017741548,140,0.2,0.1148419976234436,-0.03141288934857585,0.42220574617385864,0.7791378065012395,0.284521484375,0.0003,-3.853427289426327
32768,501,65,16,4.77,0.60624835,0.018645477,150,0.2,0.0875164270401001,-0.036761816608486694,0.3328269422054291,0.7496586092747748,0.297607421875,0.0003,-3.8057370103895662
34816,502,69,17,4.66,0.59247134,0.021749163,160,0.2,0.1174582839012146,-0.03509378302478581,0.44863757491111755,0.7102510564029216,0.27939453125,0.0003,-3.7211635023355485
36864,495,74,18,4.85,0.7276071300000001,0.018337736,170,0.2,0.174629807472229,-0.04123232404817827,0.22444182634353638,0.6573521852493286,0.31982421875,0.0003,-3.6369255155324938
38912,496,78,19,4.88,1.04956024,0.01990728,180,0.2,0.209608256816864,-0.030332820367766543,0.1959286630153656,0.5996402701362967,0.3107421875,0.0003,-3.5160560704767705
40960,497,82,20,4.84,0.9361792900000002,0.020741869,190,0.2,0.3506590723991394,-0.02216629444883438,0.23000997304916382,0.41313758413307367,0.27255859375,0.0003,-3.4671283416450023
43008,497,86,21,4.89,0.95120231,0.018156648,200,0.2,0.3466233015060425,-0.022955125247244725,0.32480499148368835,0.46523809689097106,0.3142578125,0.0003,-3.465736897289753
45056,493,91,22,4.9,1.00549599,0.027492978,210,0.2,0.33940643072128296,-0.021070555463666096,0.14340707659721375,0.4814648848492652,0.314208984375,0.0003,-3.4192283138632775
47104,494,95,23,4.93,1.1022086700000002,0.015919678,220,0.2,0.36290615797042847,-0.019516274449415505,0.1404438018798828,0.4378038495313376,0.24228515625,0.0003,-3.3846398457884788
49152,494,99,24,4.91,1.13533806,0.018959565,230,0.2,0.28722184896469116,-0.02661777456087293,0.11766799539327621,0.4799365915823728,0.326708984375,0.0003,-3.302940984815359
51200,492,103,25,4.92,1.23048566,0.021900352,240,0.2,0.36274081468582153,-0.019149852702685165,0.1686086803674698,0.4267471921630204,0.29677734375,0.0003,-3.3273716241121294
