time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/clip_fraction,train/n_updates,train/value_loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/loss,train/learning_rate
1,2,4.94,855,-0.15503335,2048,,,,,,,,,,
2,14,4.78,275,-0.16950002,4096,0.49775390625,10,0.2780086800979916,0.2,-4.556174598634243,-0.039522803539875896,0.022809371,-0.004951596260070801,0.08740472048521042,0.0003
3,20,4.85,305,-0.21843337999999995,6144,0.48623046875,20,0.2764696772152092,0.2,-4.53549884557724,-0.034734836321877086,0.023501681,-0.0007610321044921875,0.04763228818774223,0.0003
4,31,4.91,259,-0.11363335999999996,8192,0.45673828125,30,0.3213597901398316,0.2,-4.525462281703949,-0.0353893310559215,0.019923931,-0.0011740922927856445,0.20102784037590027,0.0003
5,41,4.85,243,-0.04006669999999998,10240,0.371630859375,40,0.4052146912086755,0.2,-4.5132507383823395,-0.031236516787612346,0.019210333,-0.0001386404037475586,0.16064178943634033,0.0003
6,46,4.84,262,-0.19536668999999993,12288,0.4267578125,50,0.37938457098789513,0.2,-4.488679893314838,-0.036481518913205946,0.020560369,-0.00022709369659423828,0.10352593660354614,0.0003
7,55,4.88,258,0.06073329000000004,14336,0.405517578125,60,0.4496429519262165,0.2,-4.452735213935375,-0.0364088868998806,0.019677356,-0.00012636184692382812,0.2393868863582611,0.0003
8,61,4.83,264,-0.07160004999999997,16384,0.418017578125,70,0.390356387430802,0.2,-4.439891277253627,-0.03846811819821596,0.021439435,0.00019758939743041992,0.2329985499382019,0.0003
