time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/clip_range
2048,1,0.0057451799999999765,1,1071,4.85,,,,,,,,,,
4096,2,-0.12747780999999997,5,722,4.72,0.3002317547798157,-0.018296241760253906,-3.7476267136633394,0.0003,0.6218267797958106,-0.026234560969169252,0.017243067,0.261328125,10,0.2
6144,3,0.07185398,9,644,4.86,0.34362828731536865,0.0003032684326171875,-3.725857380032539,0.0003,0.5356219871900976,-0.028422790553304367,0.017662887,0.314404296875,20,0.2
8192,4,-0.21794685999999996,13,612,4.79,0.26927486062049866,-0.0057250261306762695,-3.713921941816807,0.0003,0.6212077412754298,-0.024679529397690202,0.017350823,0.274951171875,30,0.2
10240,5,0.048645999999999995,17,598,4.76,0.48810186982154846,0.0008342862129211426,-3.6765100359916687,0.0003,0.7264447420835495,-0.029102671053260566,0.01670615,0.303955078125,40,0.2
12288,6,0.23981975999999997,20,587,4.84,0.39746615290641785,0.003368556499481201,-3.654731737077236,0.0003,0.7407621875405311,-0.026003650641359854,0.01769641,0.2736328125,50,0.2
14336,7,-0.06153021999999998,24,580,4.61,0.3374089002609253,0.012124896049499512,-3.621066734939814,0.0003,0.7467931381426751,-0.019582918027299456,0.016507674,0.20283203125,60,0.2
16384,8,0.14592926000000003,28,576,4.72,0.42121416330337524,0.0157049298286438,-3.5864017069339753,0.0003,0.8894626026973128,-0.019623193463485223,0.015884813,0.188525390625,70,0.2
