rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/value_loss,train/approx_kl,train/n_updates,train/loss,train/clip_fraction
-1.9066,1189,1,3.6,1,2048,,,,,,,,,,
-1.8711000000000002,838,2,4.03,4,4096,0.2,-1.5993733789771796,-0.03410245232662419,-0.1304798126220703,0.0003,0.3285397016210482,0.020703154,10,0.11350435763597488,0.15859375
-1.5735999999999999,755,3,4.13,8,6144,0.2,-1.5478803869336843,-0.03972361112828367,0.0049073100090026855,0.0003,0.3469913201406598,0.021448813,20,0.18142148852348328,0.251806640625
