time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/clip_range,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/n_updates,train/loss
1076,-0.15983334999999996,4.89,2048,1,1,,,,,,,,,,
686,-0.20490003999999992,4.85,4096,5,2,-0.0259267699017073,0.318464173306711,-4.301844164729118,0.2,0.0003,0.018006066,0.35107421875,0.0008128881454467773,10,0.13981571793556213
570,-0.10086668999999997,4.84,6144,10,3,-0.032536191221151964,0.394618327007629,-4.278395438194275,0.2,0.0003,0.01876765,0.402734375,0.0009197592735290527,20,0.14531512558460236
