rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/n_updates,train/loss,train/clip_range,train/approx_kl,train/learning_rate,train/value_loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/policy_gradient_loss
4.75,1034,1,-0.3284666899999999,1,2048,,,,,,,,,,
4.75,617,6,-0.28860002999999995,2,4096,10,0.22237831354141235,0.2,0.014481616,0.0003,0.6227870046161115,0.23818359375,-3.7483599156141283,-0.006756424903869629,-0.027023235963133628
4.79,576,10,-0.16483337999999997,3,6144,20,0.23146435618400574,0.2,0.018320184,0.0003,0.594492391590029,0.319482421875,-3.7259921923279764,0.005169272422790527,-0.029291951553022954
