time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/clip_fraction,train/n_updates,train/value_loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/loss,train/learning_rate
1,3,4.2,572,-0.7343001299999997,2048,,,,,,,,,,
2,8,4.01,503,-0.8896334499999999,4096,0.163525390625,10,1.1511702546849847,0.2,-2.290794835984707,-0.030744705081451683,0.01232803,-0.016988039016723633,0.6744850277900696,0.0003
3,12,4.38,506,-0.19263349000000002,6144,0.1982421875,20,1.2156000316143036,0.2,-2.2678488180041314,-0.04279259796603583,0.014099697,0.005824267864227295,0.522370457649231,0.0003
4,16,4.48,509,0.03043318000000003,8192,0.23095703125,30,1.2710425158962608,0.2,-2.2207561902701856,-0.04615230149938725,0.015412742,0.003379344940185547,0.49207767844200134,0.0003
5,20,4.6,510,0.32169981,10240,0.292919921875,40,1.2422612320631743,0.2,-2.1438588626682757,-0.049577458601561375,0.016611516,0.01797640323638916,0.613213300704956,0.0003
6,24,4.76,511,0.9207331400000001,12288,0.288232421875,50,1.2000735932961106,0.2,-2.0249291766434907,-0.04581923203077167,0.019796025,0.06419885158538818,0.5254720449447632,0.0003
7,27,4.81,512,0.9927997800000001,14336,0.25849609375,60,1.0238416150212288,0.2,-1.9087117869406938,-0.03810131471400382,0.017393176,0.14029741287231445,0.6083180904388428,0.0003
8,31,4.82,512,1.1834997600000001,16384,0.297119140625,70,0.8332011898979544,0.2,-1.8469165235757827,-0.038814260478829965,0.020280324,0.18030357360839844,0.28576943278312683,0.0003
