time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/clip_range,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/n_updates,train/loss
905,-0.19900003,4.83,2048,2,1,,,,,,,,,,
490,-0.12010002,4.89,4096,8,2,-0.027046876681561118,0.3692642234498635,-4.391829651594162,0.2,0.0003,0.018439256,0.350634765625,-0.0024259090423583984,10,0.1840386986732483
469,-0.06643334999999999,4.94,6144,13,3,-0.031005510964314455,0.3475679261609912,-4.381370317935944,0.2,0.0003,0.018882118,0.403369140625,0.0003520846366882324,20,0.22237035632133484
