time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss
829,4.86,-0.07495001999999999,1,2048,2,,,,,,,,,,
567,4.69,-0.23984047,2,4096,7,0.37587890625,0.021049105,0.39166240401100366,10,0.2,0.1225104033946991,-0.032026503314409635,-0.009324073791503906,0.0003,-4.109735381603241
484,4.84,-0.10744045999999997,3,6144,12,0.314501953125,0.01918194,0.45644636047072706,20,0.2,0.15280072391033173,-0.02560186335904291,3.331899642944336e-05,0.0003,-4.09153982847929
471,4.82,0.032319039999999986,4,8192,17,0.37509765625,0.021168768,0.5229430410079658,30,0.2,0.19210313260555267,-0.033026100225106346,-0.0016241073608398438,0.0003,-4.059694790840149
465,4.79,-0.035959559999999995,5,10240,22,0.280615234375,0.017123356,0.5379247588571161,40,0.2,0.2529740035533905,-0.024005949613638222,6.002187728881836e-05,0.0003,-4.037526322901249
450,4.78,-0.028885750000000012,6,12288,27,0.321435546875,0.01770784,0.5186432250309736,50,0.2,0.20138688385486603,-0.028833080556069035,-0.0004087686538696289,0.0003,-4.0281118378043175
447,4.74,0.018228519999999998,7,14336,32,0.3169921875,0.019257365,0.5833520218729973,60,0.2,0.3818119168281555,-0.02889642662194092,0.0011496543884277344,0.0003,-3.981540797650814
445,4.82,0.23930471,8,16384,36,0.35341796875,0.017846731,0.63708604760468,70,0.2,0.40071219205856323,-0.0326768849423388,0.005520462989807129,0.0003,-3.9305372908711433
442,4.71,0.22890469,9,18432,41,0.231591796875,0.016170498,0.6456378241069615,80,0.2,0.2543109357357025,-0.018904816891881636,0.01888519525527954,0.0003,-3.8918464109301567
441,4.7,0.011007060000000003,10,20480,46,0.3353515625,0.01865793,0.668880675174296,90,0.2,0.2412794828414917,-0.028517350486072245,0.007902383804321289,0.0003,-3.853500833362341
441,4.69,0.28691184,11,22528,51,0.305859375,0.018277613,0.8351429086178541,100,0.2,0.3618745803833008,-0.02892410865460988,0.03179347515106201,0.0003,-3.8064104482531547
438,4.9,0.63332611,12,24576,56,0.212353515625,0.016264405,0.8814024618826807,110,0.2,0.36143630743026733,-0.018919237476075067,0.04163205623626709,0.0003,-3.75709974616766
436,4.68,0.40967615,13,26624,60,0.243505859375,0.017390862,0.7211283435113728,120,0.2,0.3926697075366974,-0.02858281097287545,0.08270090818405151,0.0003,-3.7208372756838797
436,4.82,0.6857332899999998,14,28672,65,0.2578125,0.017934656,0.7942095309495926,130,0.2,0.34126579761505127,-0.03561078052589437,0.11941921710968018,0.0003,-3.64615201279521
434,4.78,0.6744095099999998,15,30720,70,0.277490234375,0.017726768,0.7268183180131018,140,0.2,0.2829320430755615,-0.033208931077388114,0.13545989990234375,0.0003,-3.557134660333395
434,4.82,0.7645761400000002,16,32768,75,0.285888671875,0.018880282,0.6567833969369531,150,0.2,0.18069978058338165,-0.032479517336469144,0.15593236684799194,0.0003,-3.5265821136534212
434,4.87,1.02052378,17,34816,80,0.306396484375,0.019045088,0.6235923483036458,160,0.2,0.2876695692539215,-0.03298001796065364,0.18203341960906982,0.0003,-3.4691748462617396
432,4.91,1.01840237,18,36864,85,0.3087890625,0.020086199,0.5381517726927996,170,0.2,0.12882225215435028,-0.029650160392338875,0.23691171407699585,0.0003,-3.3761368937790395
432,4.93,0.8989785800000003,19,38912,89,0.26806640625,0.019697646,0.4921016875188798,180,0.2,0.20373967289924622,-0.02299147845042171,0.31367725133895874,0.0003,-3.3303162753582
432,4.93,1.09332142,20,40960,94,0.24345703125,0.016479386,0.5219381558243186,190,0.2,0.2284632921218872,-0.02067407538124826,0.32431459426879883,0.0003,-3.2899540923535824
431,4.95,1.2947237500000002,21,43008,99,0.300048828125,0.029918186,0.3864305668277666,200,0.2,0.1952398270368576,-0.02356973419809947,0.36601781845092773,0.0003,-3.1726508304476737
430,4.78,1.1305189900000001,22,45056,104,0.276123046875,0.023059368,0.45608455324545505,210,0.2,0.11990903317928314,-0.021452927474456374,0.3539853096008301,0.0003,-3.0220703795552253
431,4.83,1.2859475700000003,23,47104,109,0.246142578125,0.020714968,0.516780654923059,220,0.2,0.18166765570640564,-0.024416995563660747,0.3605896830558777,0.0003,-2.8527044050395487
431,4.85,1.2439308800000002,24,49152,114,0.25244140625,0.022625009,0.4228500416036695,230,0.2,0.1307549774646759,-0.018097563153423833,0.4433283805847168,0.0003,-2.910177905857563
429,4.88,1.45347136,25,51200,119,0.25029296875,0.019535283,0.4913019545376301,240,0.2,0.2829369604587555,-0.024537849787157028,0.40292251110076904,0.0003,-2.7995502941310404
