time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction
1,2048,1,1108,4.84,-0.34689999999999993,,,,,,,,,,
5,4096,2,724,4.86,-0.3271999999999997,-0.01593000113934977,0.2,-0.009201407432556152,0.0003,10,0.016598484,0.16126400232315063,-3.8794829182326795,0.38013253479730336,0.2025390625
9,6144,3,654,4.72,-0.5247999999999999,-0.02376320292823948,0.2,-0.004657626152038574,0.0003,20,0.016885845,0.09312882274389267,-3.8663310199975967,0.4630761290900409,0.26689453125
13,8192,4,623,4.79,-0.4458999999999998,-0.019417897012317553,0.2,-7.56978988647461e-05,0.0003,30,0.015300889,0.35339483618736267,-3.864488149434328,0.5268364628311246,0.1947265625
16,10240,5,607,4.82,-0.4461999999999998,-0.017282509803771974,0.2,0.0009259581565856934,0.0003,40,0.014922732,0.16525404155254364,-3.861234776675701,0.44461046769283713,0.210595703125
20,12288,6,597,4.74,-0.5647999999999999,-0.021939752402249723,0.2,0.009337663650512695,0.0003,50,0.01687006,0.12383586913347244,-3.8597164511680604,0.44616786972619593,0.243359375
24,14336,7,589,4.83,-0.38659999999999983,-0.0169922689179657,0.2,0.008946776390075684,0.0003,60,0.0148520395,0.20382124185562134,-3.854339084029198,0.4627230934798717,0.190478515625
28,16384,8,584,4.79,-0.4458999999999998,-0.022354541628737935,0.2,0.007325947284698486,0.0003,70,0.017518409,0.07470911741256714,-3.840934497863054,0.3585159451002255,0.2982421875
31,18432,9,580,4.84,-0.34689999999999976,-0.020010729678324422,0.2,0.010951459407806396,0.0003,80,0.015005391,0.19909921288490295,-3.8436683781445025,0.48532950738444924,0.23349609375
35,20480,10,577,4.65,-0.5439999999999998,-0.023072585053159855,0.2,0.007610917091369629,0.0003,90,0.016702998,0.14233967661857605,-3.845903194695711,0.40174295492470263,0.24794921875
39,22528,11,575,4.76,-0.4455999999999999,-0.022358084478764795,0.2,0.012273907661437988,0.0003,100,0.01566783,0.14715412259101868,-3.8478722728788854,0.4435918366536498,0.2439453125
42,24576,12,573,4.71,-0.4848999999999999,-0.024007232775329613,0.2,0.0048531293869018555,0.0003,110,0.016682457,0.1277427077293396,-3.8388486087322233,0.45939023946411905,0.26396484375
46,26624,13,570,4.78,-0.4457999999999999,-0.01969699266483076,0.2,0.011334419250488281,0.0003,120,0.015081357,0.10694300383329391,-3.84842829182744,0.453594348533079,0.2193359375
50,28672,14,569,4.85,-0.3071999999999999,-0.02068495209387038,0.2,0.0069193243980407715,0.0003,130,0.014764002,0.12511363625526428,-3.8494082897901536,0.4820808339398354,0.23447265625
54,30720,15,568,4.85,-0.3867999999999998,-0.020867735834326596,0.2,0.00930875539779663,0.0003,140,0.016414603,0.21360071003437042,-3.858576585352421,0.4054923678282648,0.254345703125
57,32768,16,566,4.78,-0.4059999999999998,-0.01751231334055774,0.2,0.01218116283416748,0.0003,150,0.014420729,0.17187675833702087,-3.8570980556309222,0.409654467087239,0.20791015625
61,34816,17,566,4.73,-0.4452999999999998,-0.017479330633068457,0.2,0.014914155006408691,0.0003,160,0.014014277,0.21233013272285461,-3.8470274515450003,0.39509448036551476,0.222705078125
65,36864,18,565,4.69,-0.5642999999999998,-0.02178243142698193,0.2,0.009555995464324951,0.0003,170,0.016498005,0.18486925959587097,-3.848045765608549,0.37458031009882686,0.25849609375
68,38912,19,565,4.81,-0.36649999999999994,-0.021148121534497476,0.2,0.008989572525024414,0.0003,180,0.013933129,0.2718111574649811,-3.8504276618361475,0.4406919464003295,0.2462890625
72,40960,20,564,4.83,-0.38659999999999983,-0.01640050130081363,0.2,0.009647786617279053,0.0003,190,0.013896747,0.15355072915554047,-3.861291290819645,0.43994366270489993,0.185888671875
76,43008,21,563,4.86,-0.5062999999999999,-0.021627408888889477,0.2,0.0018905401229858398,0.0003,200,0.015462711,0.11321821808815002,-3.8745258025825025,0.38572945380583407,0.266943359375
80,45056,22,562,4.79,-0.28669999999999995,-0.015413485548924655,0.2,0.011403501033782959,0.0003,210,0.011717711,0.24870656430721283,-3.877537240833044,0.3804741004947573,0.1845703125
83,47104,23,562,4.86,-0.3072999999999999,-0.023909365222789348,0.2,0.014790534973144531,0.0003,220,0.01590462,0.19575557112693787,-3.863993699103594,0.3972606421913952,0.28046875
87,49152,24,561,4.79,-0.3862,-0.015036665968364105,0.2,0.011467397212982178,0.0003,230,0.011974083,0.16507725417613983,-3.85007139146328,0.401118011935614,0.189208984375
91,51200,25,561,4.78,-0.42589999999999983,-0.017069554643239827,0.2,0.010938167572021484,0.0003,240,0.011528121,0.19586259126663208,-3.839687306433916,0.3858433975838125,0.233984375
