time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction
1,2048,1,1103,4.8,-0.4061999999999998,,,,,,,,,,
5,4096,2,726,4.84,-0.36679999999999985,-0.023248263364075684,0.2,-0.014652132987976074,0.0003,10,0.016446538,0.22223691642284393,-3.9565536975860596,0.48386783208698037,0.256396484375
9,6144,3,655,4.78,-0.4657,-0.021298475755611435,0.2,0.0005184412002563477,0.0003,20,0.014959564,0.34976598620414734,-3.9486825428903103,0.4138430118560791,0.258154296875
13,8192,4,625,4.7,-0.5245999999999998,-0.02286723247379996,0.2,0.005769550800323486,0.0003,30,0.015987579,0.16232815384864807,-3.940449660271406,0.45279973149299624,0.25908203125
16,10240,5,608,4.8,-0.36639999999999984,-0.021896589672542176,0.2,0.001656651496887207,0.0003,40,0.015453026,0.17538508772850037,-3.939333388209343,0.5131908521056175,0.225830078125
20,12288,6,595,4.97,-0.2884999999999999,-0.020886978338239715,0.2,-0.001616358757019043,0.0003,50,0.016230956,0.20241396129131317,-3.930632834881544,0.42578789899125696,0.26513671875
24,14336,7,588,4.87,-0.3869999999999999,-0.019877449824707582,0.2,0.007118880748748779,0.0003,60,0.0149075,0.18704089522361755,-3.9388994999229907,0.3989402548409998,0.239208984375
28,16384,8,582,4.77,-0.46559999999999974,-0.022307869530050085,0.2,0.0056334733963012695,0.0003,70,0.016520225,0.17377841472625732,-3.9356867253780363,0.4108340781647712,0.26181640625
31,18432,9,578,4.78,-0.48559999999999975,-0.022516563491080888,0.2,-0.0015947818756103516,0.0003,80,0.017323092,0.19024647772312164,-3.9142010994255543,0.40602677231654527,0.26787109375
35,20480,10,576,4.82,-0.4063999999999999,-0.022568301332648845,0.2,0.004576921463012695,0.0003,90,0.017251384,0.20706886053085327,-3.901274733990431,0.4432704396080226,0.256640625
39,22528,11,573,4.84,-0.36679999999999985,-0.017122451451723465,0.2,0.012206554412841797,0.0003,100,0.014669551,0.1746099293231964,-3.9158774226903916,0.4619050229433924,0.21396484375
42,24576,12,571,4.8,-0.40619999999999984,-0.018490039443713614,0.2,0.006487727165222168,0.0003,110,0.015844772,0.18167325854301453,-3.912575688958168,0.4024336127564311,0.23447265625
46,26624,13,569,4.9,-0.2678999999999999,-0.022057163080899046,0.2,0.00627899169921875,0.0003,120,0.014739445,0.14005756378173828,-3.912036930769682,0.44832869204692544,0.236181640625
50,28672,14,568,4.73,-0.44529999999999975,-0.022632234773482196,0.2,0.003027498722076416,0.0003,130,0.016633268,0.2092466652393341,-3.9059823364019395,0.3905881758313626,0.284814453125
54,30720,15,566,4.82,-0.4262999999999998,-0.025784291030140592,0.2,0.004393041133880615,0.0003,140,0.017973907,0.28775542974472046,-3.9252300478518007,0.4164509344380349,0.298876953125
57,32768,16,565,4.7,-0.6042,-0.01703374737116974,0.2,0.00965726375579834,0.0003,150,0.015378793,0.18034188449382782,-3.9161510169506073,0.416330779530108,0.21005859375
61,34816,17,564,4.77,-0.3859999999999998,-0.022986571965157056,0.2,0.004907667636871338,0.0003,160,0.016014343,0.16082380712032318,-3.9105835154652597,0.44002200006507336,0.279248046875
65,36864,18,563,4.89,-0.4667999999999999,-0.023048124425986315,0.2,-0.010150313377380371,0.0003,170,0.017107634,0.1457020789384842,-3.9249766141176226,0.36787715489044787,0.3166015625
69,38912,19,562,4.89,-0.3871999999999998,-0.022040817214292473,0.2,0.01668703556060791,0.0003,180,0.016537435,0.12111392617225647,-3.919265092909336,0.43711959044449034,0.25859375
72,40960,20,561,4.87,-0.42679999999999985,-0.019606001718784682,0.2,-0.001113295555114746,0.0003,190,0.016042598,0.17140991985797882,-3.919430936872959,0.43240473517216743,0.256787109375
76,43008,21,561,4.8,-0.48579999999999984,-0.015208513726247475,0.2,0.004225254058837891,0.0003,200,0.011849042,0.24125178158283234,-3.9335321597754955,0.45291532669216394,0.17236328125
80,45056,22,560,4.81,-0.4858999999999999,-0.021105433342745526,0.2,0.007269501686096191,0.0003,210,0.014805657,0.13205485045909882,-3.9309397377073765,0.3996325429528952,0.2583984375
84,47104,23,560,4.87,-0.3074,-0.017308758941362613,0.2,0.013647496700286865,0.0003,220,0.0142861875,0.18595105409622192,-3.9295806042850017,0.41862983498722317,0.20791015625
88,49152,24,557,4.84,-0.30709999999999993,-0.022390532243298365,0.2,0.012875378131866455,0.0003,230,0.015783584,0.24385687708854675,-3.9082910448312758,0.3899549257941544,0.287939453125
91,51200,25,556,4.72,-0.5646,-0.024470588378608226,0.2,0.0033934712409973145,0.0003,240,0.01762592,0.10486580431461334,-3.9278566956520082,0.3294762422796339,0.332568359375
