time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/clip_fraction,train/n_updates,train/value_loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/loss,train/learning_rate
1,2,4.78,917,-0.30920002999999996,2048,,,,,,,,,,
2,6,4.68,601,-0.26626671,4096,0.2998046875,10,0.6111553167924285,0.2,-3.7462676003575326,-0.031296714337076995,0.017093146,-0.001145005226135254,0.19714930653572083,0.0003
3,11,4.85,549,-0.036566720000000004,6144,0.31171875,20,0.6290667789056897,0.2,-3.7284705728292464,-0.028732372547528938,0.018407986,-0.007477164268493652,0.253049373626709,0.0003
4,16,4.77,494,0.016899960000000012,8192,0.2927734375,30,0.539756998931989,0.2,-3.7165655687451364,-0.025428613588155714,0.015985213,-0.0015648603439331055,0.2961438298225403,0.0003
5,21,4.8,486,0.05229992000000003,10240,0.34521484375,40,0.6572118728421629,0.2,-3.6958185568451882,-0.03232773338386323,0.018581994,-0.0018106698989868164,0.2622658610343933,0.0003
6,25,4.77,485,0.01173323000000001,12288,0.293701171875,50,0.6768432887271046,0.2,-3.656531301885843,-0.029269408811524046,0.017284632,0.0017564892768859863,0.2115868479013443,0.0003
7,30,4.78,468,-0.0009667500000000112,14336,0.216552734375,60,0.7499527423642576,0.2,-3.609828087687492,-0.019974501495016738,0.016271122,0.006828963756561279,0.33703455328941345,0.0003
8,34,4.72,468,0.03439992000000002,16384,0.244482421875,70,0.8029180781915783,0.2,-3.599443978071213,-0.025929205914144403,0.016187752,0.009975433349609375,0.29426276683807373,0.0003
