time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss
1143,4.19,-0.7569667699999999,1,2048,1,,,,,,,,,,
823,4.24,-0.55546679,2,4096,4,0.12392578125,0.008745341,1.2352630529552697,10,0.2,0.5303443670272827,-0.02942730295471847,-0.014394879341125488,0.0003,-2.2942580759525297
747,4.32,-0.43633349000000005,3,6144,8,0.17822265625,0.014062608,1.2682439295575023,20,0.2,0.6570510864257812,-0.04139589300320949,-0.008031487464904785,0.0003,-2.2689642906188965
715,4.62,0.19049985,4,8192,11,0.240625,0.017098004,1.2744652124121785,30,0.2,0.6285591125488281,-0.047397504656692034,0.004864037036895752,0.0003,-2.2227275729179383
694,4.56,0.42556647999999997,5,10240,14,0.262353515625,0.017269503,1.197812437452376,40,0.2,0.508635401725769,-0.044882698080618864,0.031609416007995605,0.0003,-2.153597690910101
683,4.62,0.6646664400000002,6,12288,17,0.26552734375,0.016864698,1.1844160893931985,50,0.2,0.5225062370300293,-0.04333779669832438,0.07936060428619385,0.0003,-2.0672670297324656
677,4.87,1.10826644,7,14336,21,0.26845703125,0.01693033,1.007582926750183,60,0.2,0.4615737199783325,-0.03922132030129433,0.13297557830810547,0.0003,-1.9641217652708292
671,4.86,1.25463312,8,16384,24,0.2947265625,0.018590111,0.6680404539220035,70,0.2,0.6295353770256042,-0.031584022766037376,0.24747759103775024,0.0003,-1.8346338231116532
667,4.85,1.35793306,9,18432,27,0.306005859375,0.019448584,0.7777857449837029,80,0.2,0.34728288650512695,-0.037280170974554494,0.24395263195037842,0.0003,-1.7312262933701277
664,4.99,1.57986637,10,20480,30,0.294189453125,0.018705321,0.512984367646277,90,0.2,0.2305728793144226,-0.028018103895010426,0.3769865036010742,0.0003,-1.625400048866868
660,4.96,1.4851997,11,22528,34,0.329296875,0.0193847,0.30083158024353907,100,0.2,0.0913177877664566,-0.026052714852266946,0.5416638851165771,0.0003,-1.513117928057909
658,4.96,1.5800996900000002,12,24576,37,0.23076171875,0.021087268,0.363717425102368,110,0.2,0.118477001786232,-0.01481308296934003,0.5233595967292786,0.0003,-1.437340125069022
656,4.98,1.70206634,13,26624,40,0.238916015625,0.01828998,0.2686615957180038,120,0.2,0.05947815626859665,-0.01328174507652875,0.6185792684555054,0.0003,-1.3379111632704734
655,4.99,1.68039967,14,28672,43,0.253369140625,0.019673945,0.1589816903375322,130,0.2,0.04271923378109932,-0.009891514382616151,0.7335967421531677,0.0003,-1.2287674248218536
653,4.99,1.688433,15,30720,46,0.24736328125,0.019440318,0.20297904484032187,140,0.2,0.06928934156894684,-0.00695090367080411,0.68880695104599,0.0003,-1.2756086125969888
652,5.0,1.78656634,16,32768,50,0.25283203125,0.022207756,0.1844799443584634,150,0.2,0.061931025236845016,-0.010340675173210911,0.6967113614082336,0.0003,-1.2422042917460203
651,5.0,1.8013663400000002,17,34816,53,0.265966796875,0.037379295,0.1883089913157164,160,0.2,0.033281031996011734,-0.013821291018393822,0.6830859780311584,0.0003,-1.2501020550727844
649,5.0,1.7649996700000004,18,36864,56,0.32548828125,0.022815697,0.10096872064532363,170,0.2,0.16156679391860962,-0.014016643013019348,0.8107660412788391,0.0003,-1.1987595714628696
648,5.0,1.7286330000000003,19,38912,60,0.250634765625,0.023291681,0.08392085167815821,180,0.2,-0.007806041743606329,-0.008420082811426255,0.8427423238754272,0.0003,-1.1174823690205813
647,4.99,1.768533,20,40960,63,0.22861328125,0.023122367,0.09902924066955165,190,0.2,0.09491968899965286,-0.006049930679728277,0.8314517736434937,0.0003,-1.0430882707238198
646,4.99,1.753733,21,43008,66,0.216943359375,0.014136249,0.0629626522543731,200,0.2,0.03179444372653961,-0.005549152864841744,0.8883553743362427,0.0003,-1.0151976469904185
645,5.0,1.813333,22,45056,69,0.1720703125,0.021761581,0.07977598427169141,210,0.2,0.059734709560871124,-0.0008387504538404755,0.8628864288330078,0.0003,-1.0294564094394445
637,4.99,1.768533,23,47104,73,0.279150390625,0.020618178,0.0336207029107527,220,0.2,-0.03464768826961517,-0.011272097940673121,0.9330312013626099,0.0003,-0.9175559600815177
628,4.99,1.7650996700000001,24,49152,78,0.19345703125,0.021680737,0.07143177240491241,230,0.2,0.0004272193182259798,0.0005547291613765993,0.8683897852897644,0.0003,-0.9858970183879137
625,5.0,1.80989967,25,51200,81,0.23779296875,0.011261283,0.05041368409074494,240,0.2,0.014963378198444843,-0.003596468186879065,0.9060354828834534,0.0003,-0.8972057934850455
