time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,884,2,1,2.98,-0.1292999999999999,,,,,,,,,,
4096,516,7,2,3.0,-0.10959999999999993,0.2,0.14116176904235544,10,-0.02566632595808187,0.0003,0.019540206,-0.0016270875930786133,0.418505859375,0.03825841844081879,-4.3002068310976025
6144,480,12,3,2.99,-0.10949999999999997,0.2,0.1572927300379888,20,-0.029606473026797177,0.0003,0.021408007,0.001204848289489746,0.4677734375,0.04735840484499931,-4.279726722836495
