time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/clip_fraction,train/n_updates,train/value_loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/loss,train/learning_rate
1,6,4.85,336,-0.06951509,2048,,,,,,,,,,
2,12,4.95,326,-0.11583730999999997,4096,0.432666015625,10,0.3017826089402661,0.2,-4.505234858393669,-0.03570940243880614,0.021706592,-0.009398937225341797,0.06658333539962769,0.0003
3,21,4.89,289,-0.062388879999999994,6144,0.4146484375,20,0.3029903976712376,0.2,-4.488472446799278,-0.03266434853721876,0.020451467,-0.0035418272018432617,0.1780940443277359,0.0003
4,27,4.84,300,-0.07099286999999999,8192,0.458984375,30,0.3792555473744869,0.2,-4.467331305146217,-0.04072383605816867,0.019442972,-0.0004570484161376953,0.10532361268997192,0.0003
5,34,4.92,292,0.08662461,10240,0.4376953125,40,0.29445191740524024,0.2,-4.444718670845032,-0.03685001846461091,0.020409167,-0.00048732757568359375,0.0909743458032608,0.0003
6,42,4.93,291,0.06177539000000001,12288,0.43974609375,50,0.37736613769084215,0.2,-4.417478859424591,-0.036436964670429006,0.02020837,-0.0001800060272216797,0.18106767535209656,0.0003
7,50,4.87,286,0.1284103,14336,0.39609375,60,0.40899612023495135,0.2,-4.382026506960392,-0.033704495397978464,0.020282382,-0.00014197826385498047,0.09146521985530853,0.0003
8,57,4.83,283,0.26319760999999997,16384,0.3474609375,70,0.4656858190894127,0.2,-4.350590689480304,-0.029723645050398772,0.018442294,-4.756450653076172e-05,0.167461097240448,0.0003
