time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss
2048,1168,1,1,2.89,-0.5264,,,,,,,,,,
4096,811,5,2,2.97,-0.34809999999999997,0.2,0.45530391023494304,10,-0.019109210996248294,0.0003,0.0154901715,-0.012306571006774902,0.171044921875,0.2559611201286316,-3.0324987553060057
6144,732,8,3,2.94,-0.4075000000000001,0.2,0.40717938602901993,20,-0.011048771513742395,0.0003,0.0119719375,-0.0007518529891967773,0.111669921875,0.2487666755914688,-3.024345542490482
