time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
893,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
594,2,6,4096,1.0,-0.009999999999999998,0.0,10,0.2,-4.0604329109191895,0.0003,nan,0.0,0.0,1.2044575406489066e-13,0.0016757559698962463
537,3,11,6144,1.0,-0.009999999999999998,0.0,20,0.2,-4.0604329109191895,0.0003,nan,0.0,0.0,6.245004513516506e-17,5.300545159042658e-15
