time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss
902,1,2,2048,1.0,-0.009999999999999998,,,,,,,,,,
613,2,6,4096,1.0,-0.009999999999999998,0.0,10,0.2,-3.9512345790863037,0.0003,nan,0.0,0.0,9.184667783268541e-12,0.000504947630772212
503,3,12,6144,1.0,-0.009999999999999998,0.0,20,0.2,-3.9512345790863037,0.0003,nan,0.0,0.0,2.514682906351595e-12,6.055564483543914e-05
