time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance,train/approx_kl,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss
2048,3.96,775,2,1,-1.5918,,,,,,,,,,
4096,3.99,654,6,2,-1.5721999999999996,0.25795724987983704,10,0.2,0.0003,0.6573173598386347,-0.026250362396240234,0.0108733075,-2.073877473175526,0.05986328125,-0.02707895184576046
6144,4.42,620,9,3,-1.1984000000000001,0.3019998073577881,20,0.2,0.0003,0.6709300359711051,0.02206975221633911,0.017527131,-2.049671322107315,0.163232421875,-0.04150507097947411
8192,4.53,605,13,4,-0.8611999999999999,0.3355444669723511,30,0.2,0.0003,0.7780042085796595,0.019353806972503662,0.015971184,-2.008950164169073,0.148193359375,-0.03849127481225878
10240,4.74,597,17,5,-0.7040999999999998,0.2852373421192169,40,0.2,0.0003,0.7424064157530665,0.02063196897506714,0.015043881,-1.9615211430937052,0.146826171875,-0.034003759664483366
12288,4.84,590,20,6,-0.4264999999999998,0.2828688621520996,50,0.2,0.0003,0.5993024748750031,0.027060985565185547,0.012612787,-1.909441591799259,0.14013671875,-0.028606145989033393
14336,4.91,586,24,7,-0.34759999999999985,0.18734952807426453,60,0.2,0.0003,0.4991167042404413,0.010999798774719238,0.015369526,-1.8649567425251008,0.20126953125,-0.027723241306375712
16384,4.9,583,28,8,-0.3474999999999998,0.0771152600646019,70,0.2,0.0003,0.40430540731176734,-0.0045136213302612305,0.015966255,-1.8249496154487133,0.193701171875,-0.021236028429120778
