rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/n_updates,train/loss,train/clip_range,train/approx_kl,train/learning_rate,train/value_loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/policy_gradient_loss
4.87,1039,1,-0.13876666999999998,1,2048,,,,,,,,,,
4.93,575,7,-0.014833350000000012,2,4096,10,0.08523944020271301,0.2,0.019664317,0.0003,0.29864425406558437,0.450439453125,-4.482872185111046,-0.011684417724609375,-0.030349273922183784
4.85,538,11,-0.19656669000000002,3,6144,20,0.14804545044898987,0.2,0.02070798,0.0003,0.3170522273518145,0.466748046875,-4.463980983197689,0.00029093027114868164,-0.03642227585223736
