time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/learning_rate,train/n_updates,train/approx_kl,train/loss,train/entropy_loss,train/value_loss,train/clip_fraction
2,2048,1,967,3.44,-1.9049999999999998,,,,,,,,,,
6,4096,2,679,3.93,-1.8104,-0.029541957688343244,0.2,-0.2898520231246948,0.0003,10,0.020253552,0.07474885880947113,-1.5988485965877772,0.1703152564528864,0.173291015625
10,6144,3,561,4.12,-1.6929000000000003,-0.03394644410291221,0.2,-0.009398221969604492,0.0003,20,0.0205675,0.12878048419952393,-1.5570513051003219,0.29734567201230677,0.21318359375
14,8192,4,551,4.41,-1.258,-0.04851538038928993,0.2,0.028909742832183838,0.0003,30,0.026423749,0.2410762757062912,-1.4772814571857453,0.5118495512753725,0.281005859375
19,10240,5,534,4.71,-0.9027999999999998,-0.052237741931458005,0.2,0.02174985408782959,0.0003,40,0.025292356,0.3257944583892822,-1.3605652820318936,0.7324036683887243,0.25732421875
24,12288,6,502,4.87,-0.4864999999999998,-0.042464926207321695,0.2,0.010233938694000244,0.0003,50,0.02876742,0.345991849899292,-1.2309271950274705,0.7722380798310041,0.162841796875
28,14336,7,502,4.86,-0.40679999999999994,-0.025508586270734667,0.2,0.01464921236038208,0.0003,60,0.012796369,0.2546781003475189,-1.1223048217594624,0.5170616894029081,0.1185546875
32,16384,8,498,4.87,-0.22779999999999997,-0.02472172646666877,0.2,0.005244731903076172,0.0003,70,0.014785965,0.11886076629161835,-1.0594589998945594,0.3694252610672265,0.167236328125
36,18432,9,499,4.97,-0.16909999999999997,-0.016347784097888507,0.2,0.008282244205474854,0.0003,80,0.010557672,0.24690106511116028,-1.015953085385263,0.2830524875258561,0.119873046875
41,20480,10,490,4.98,-0.1294,-0.011727531663200352,0.2,-0.020457744598388672,0.0003,90,0.016338496,0.02295505627989769,-0.9940931513905525,0.15339133348315953,0.180029296875
45,22528,11,493,4.97,-0.1094,-0.012146792167186504,0.2,0.004550039768218994,0.0003,100,0.010862524,-0.005553415045142174,-0.9654082648456097,0.12434258616667648,0.199365234375
49,24576,12,495,4.98,-0.06969999999999998,-0.010078699779114686,0.2,0.002723097801208496,0.0003,110,0.013156811,0.0404171347618103,-0.9495913663879036,0.09109159772215207,0.204345703125
54,26624,13,491,4.99,-0.06979999999999999,-0.004742407509183977,0.2,4.0531158447265625e-06,0.0003,120,0.0074487207,0.009320290759205818,-0.9336735412478447,0.04303467897943847,0.138623046875
58,28672,14,494,4.96,-0.12919999999999998,-0.006428731067717308,0.2,-0.0058258771896362305,0.0003,130,0.011737982,0.003939662594348192,-0.9378518555313349,0.04212924742787436,0.17822265625
61,30720,15,495,4.97,-0.1094,-0.008407311867631505,0.2,0.004423320293426514,0.0003,140,0.011503166,-0.014190079644322395,-0.9325020041316747,0.07608565812802226,0.157763671875
65,32768,16,497,5.0,-0.06989999999999999,-0.0056430714008456565,0.2,0.003748655319213867,0.0003,150,0.012149587,-0.005130990408360958,-0.9011048821732401,0.06194423808883585,0.150048828125
70,34816,17,490,5.0,-0.04999999999999999,-0.007010452590475324,0.2,0.002581775188446045,0.0003,160,0.012607345,0.0015729069709777832,-0.8949385927990079,0.035704247113108066,0.16904296875
74,36864,18,492,4.98,-0.08960000000000001,-0.0050124236004194245,0.2,-0.00574338436126709,0.0003,170,0.015014379,-0.03046095371246338,-0.8696242963895202,0.012946282321865964,0.20595703125
78,38912,19,493,5.0,-0.04999999999999999,-0.008663869199517648,0.2,0.012575149536132812,0.0003,180,0.013610421,0.057104259729385376,-0.8613931700587273,0.03976393180787454,0.16201171875
82,40960,20,494,4.98,-0.08960000000000001,-0.015513333896524272,0.2,-0.27640867233276367,0.0003,190,0.022128668,0.08307427167892456,-0.8614768270403147,9.710543554319884e-05,0.260986328125
87,43008,21,490,4.99,-0.06979999999999997,-0.006917066989990417,0.2,0.009743034839630127,0.0003,200,0.011991572,0.010441655293107033,-0.815058976970613,0.0330969645109235,0.156689453125
91,45056,22,491,5.0,-0.04999999999999999,-0.009493592448052368,0.2,-0.039368510246276855,0.0003,210,0.012276584,-0.003358849324285984,-0.785058668628335,0.013130677881417797,0.224658203125
95,47104,23,491,4.99,-0.06979999999999999,-0.005184265042771585,0.2,0.0033491849899291992,0.0003,220,0.0092661325,0.014273831620812416,-0.7624339541420341,0.02058514779696452,0.117724609375
100,49152,24,489,4.96,-0.1093,-0.006512823939556256,0.2,0.002243936061859131,0.0003,230,0.015505043,-0.03090251423418522,-0.7973990183323622,0.06645882087691461,0.18466796875
104,51200,25,490,5.0,-0.04999999999999999,-0.0037985537303029558,0.2,0.020800411701202393,0.0003,240,0.011191281,-0.02650180272758007,-0.7900958700105548,0.018181364407314504,0.132958984375
