timesteps,mean_reward,month
2048,-0.7136666499999998,2024-10
4096,-0.1049999799999999,2024-10
6144,-0.00770003,2024-10
8192,0.0786333,2024-10
10240,0.05299998,2024-10
12288,0.6295666,2024-10
14336,0.7864665400000002,2024-10
16384,1.0483998799999998,2024-10
2048,-0.55616675,2024-11
4096,-0.0570334399999999,2024-11
6144,-0.31660011,2024-11
8192,-0.00706679,2024-11
10240,0.13043321,2024-11
12288,0.24813322,2024-11
14336,0.3511665199999999,2024-11
16384,1.04416649,2024-11
2048,-0.2930333599999999,2024-12
4096,-0.20026661,2024-12
6144,-0.1070999699999999,2024-12
8192,-0.0161000399999999,2024-12
10240,-0.0371000099999999,2024-12
12288,0.37603332,2024-12
14336,0.42096662,2024-12
16384,0.38433327,2024-12
2048,-0.4808333999999998,2025-01
4096,-0.41366672,2025-01
6144,-0.2678334199999999,2025-01
8192,-0.14743341,2025-01
10240,0.0601999,2025-01
12288,0.0448332,2025-01
14336,0.22833319,2025-01
16384,0.2236331899999999,2025-01
2048,-0.5373999999999999,2025-02
4096,-0.4849999999999999,2025-02
6144,-0.4655,2025-02
8192,-0.3539999999999999,2025-02
10240,-0.2826,2025-02
12288,-0.0467999999999999,2025-02
14336,0.0044,2025-02
16384,0.2472999999999999,2025-02
2048,-0.04336191,2025-03
4096,0.0416238,2025-03
6144,0.0208,2025-03
8192,-0.03848096,2025-03
10240,0.04897138,2025-03
12288,0.11595228,2025-03
14336,0.06542853,2025-03
16384,0.2129047,2025-03
2048,-0.1366873299999999,2025-04
4096,-0.2038634799999999,2025-04
6144,-0.1114484399999999,2025-04
8192,0.04978248,2025-04
10240,0.111719,2025-04
12288,0.11645873,2025-04
14336,0.1857070999999999,2025-04
16384,0.38736266,2025-04
2048,-0.1447849699999999,2025-05
4096,-0.0217952499999999,2025-05
6144,-0.12524688,2025-05
8192,-0.0678865499999999,2025-05
10240,0.0757435799999999,2025-05
12288,0.2636801,2025-05
14336,0.18229356,2025-05
16384,0.1071571099999999,2025-05
2048,-0.2214143099999999,2025-06
4096,-0.0608619199999999,2025-06
6144,-0.1451905,2025-06
8192,-0.0574333599999999,2025-06
10240,0.1058190199999999,2025-06
12288,0.08001902,2025-06
14336,-0.09977621,2025-06
16384,0.0473285299999999,2025-06
2048,-0.2657,2025-07
4096,-0.1505999999999999,2025-07
6144,-0.2287999999999999,2025-07
8192,-0.3276999999999999,2025-07
10240,-0.1000999999999999,2025-07
12288,-0.1121,2025-07
14336,0.0221,2025-07
16384,-0.0003999999999999,2025-07
2048,-0.02207303,2025-08
4096,-0.13592067,2025-08
6144,-0.1075539999999999,2025-08
8192,0.04353015,2025-08
10240,-0.0424167,2025-08
12288,0.05743012,2025-08
14336,0.33707136,2025-08
16384,0.0255150399999999,2025-08
2048,-0.13050002,2025-09
4096,-0.1013000199999999,2025-09
6144,-0.09676672,2025-09
8192,-0.0291000299999999,2025-09
10240,-0.12033338,2025-09
12288,-0.13296671,2025-09
14336,0.07529993,2025-09
16384,0.1323666,2025-09
2048,-0.1535333499999999,2025-10
4096,-0.0898000199999999,2025-10
6144,-0.2256000299999999,2025-10
8192,-0.20023338,2025-10
10240,-0.08803336,2025-10
12288,-0.1399333799999999,2025-10
14336,-0.0793667199999999,2025-10
16384,0.13746659,2025-10
2048,-0.15539602,2025-11
4096,0.00469761,2025-11
6144,-0.03188652,2025-11
8192,0.03680236,2025-11
10240,0.07181902,2025-11
12288,-0.1187587699999999,2025-11
14336,0.04409439,2025-11
16384,0.09613408,2025-11
2048,-0.0820786099999999,2025-12
4096,-0.2116309599999999,2025-12
6144,-0.08767143,2025-12
8192,0.0217769699999999,2025-12
10240,0.04017854,2025-12
12288,0.20673174,2025-12
14336,0.1006452299999999,2025-12
16384,0.17491508,2025-12
